session_id,device_category,user_region,traffic_source,payment_method_selected,user_tier,primary_product_category,past_purchases_count,items_in_cart,average_item_price,session_duration_secs,pages_viewed,items_added_count,total_cart_value_usd,product_viewed,cart_added,checkout_started,shipping_details_entered,payment_stage_completed,checkout_status,days_to_delivery,delivery_satisfaction_rating,historical_clv,coupon_discount_pct_offered,recovery_email_delay_hours,recovery_email_opened,recovery_email_conversion,basket_items
CIQ-00436,Mobile,Abu Dhabi,TikTok Shop,Apple Pay,Guest,Fashion,2,5,42.06,290.7,10,6,210.3,1,1,0,0,0,0,,,439.6,5,12,0,0,Handbag|Sunglasses|T-Shirt|Sunscreen
CIQ-00437,Mobile,Abu Dhabi,Google Shopping,Credit Card,Guest,Fashion,1,8,46.65,1121.6,23,8,373.2,1,1,1,1,0,1,2.3,4.0,173.24,0,24,0,0,Sunglasses|T-Shirt|Handbag|Sneakers
CIQ-00438,Desktop,Dubai,Google Shopping,Apple Pay,Logged-In Member,Electronics,5,1,66.58,255.4,6,1,66.58,1,1,1,1,1,0,,,897.27,10,4,0,1,Smart Watch
CIQ-00439,MOBILE,Riyadh,Google Shopping,Tabby/Tamara,Logged-In Member,Beauty,3,6,62.9,545.1,16,6,377.4,1,1,1,1,1,1,4.4,5.0,580.06,10,48,0,0,Sunscreen|Face Serum|Lip Tint
CIQ-00440,Desktop,Dubai,Google Shopping,Tabby/Tamara,Logged-In Member,Home & Living,4,4,208.64,452.5,15,4,834.56,1,1,1,0,1,1,3.6,4.0,724.63,15,4,0,0,Bedsheet|Desk Lamp
CIQ-00441,desktop ,Riyadh,TikTok Shop,Apple Pay,Guest,Fashion,1,4,114.44,263.2,11,5,457.76,1,1,1,1,1,1,3.4,4.0,257.03,0,1,0,0,T-Shirt|Sneakers
CIQ-00442,Mobile,Riyadh,Instagram Ads,Credit Card,Guest,Electronics,1,3,64.49,305.4,9,3,193.47,1,1,1,0,1,0,,,160.84,0,12,0,0,Wireless Earbuds|Phone Case|Power Bank|Sneakers
CIQ-00443,MOBILE,Sharjah,Instagram Ads,Credit Card,Guest,Electronics,1,4,208.18,603.1,14,5,832.72,1,1,1,1,1,0,,,121.74,15,4,1,0,Power Bank|Phone Case
CIQ-00444,Mobile,Riyadh,Instagram Ads,Credit Card,Guest,Electronics,1,7,130.49,405.5,16,7,913.43,1,1,1,1,1,1,5.1,2.0,343.05,10,12,0,0,Phone Case|Wireless Earbuds|Power Bank|Smart Watch
CIQ-00445,Mobile,Dubai,Instagram Ads,Tabby/Tamara,Guest,Fashion,3,4,35.61,604.8,12,5,142.44,1,1,1,0,0,1,2.7,4.0,563.22,10,12,0,0,Handbag|Sunglasses
CIQ-00446,MOBILE,Riyadh,Instagram Ads,Tabby/Tamara,Logged-In Member,Electronics,2,5,12.0,470.4,16,5,60.0,1,1,1,0,0,1,4.2,3.0,602.2,15,12,0,0,Wireless Earbuds|Phone Case|Smart Watch|Power Bank
CIQ-00447,Tablet,Riyadh,Google Shopping,Cash on Delivery,Guest,Home & Living,2,3,36.42,430.8,9,3,109.26,1,1,1,1,0,0,,,423.72,10,12,1,0,Desk Lamp|Scented Candle|Storage Box
CIQ-00448,Desktop,Riyadh,Direct,Credit Card,Guest,Electronics,3,3,145.23,285.3,9,4,435.69,1,1,1,0,0,1,1.6,4.0,566.37,15,1,0,0,Wireless Earbuds|Phone Case
CIQ-00449,Mobile, Riyadh,Google Shopping,Cash on Delivery,Logged-In Member,Beauty,4,7,179.8,641.0,17,7,1258.6,1,1,1,0,0,1,4.0,5.0,857.27,15,4,0,0,Lip Tint|Face Serum|Cleanser|Sunscreen
CIQ-00450,Desktop,Riyadh,TikTok Shop,Credit Card,Logged-In Member,Beauty,2,2,28.64,199.9,5,2,57.28,1,1,0,0,0,0,,,520.38,15,12,1,1,Lip Tint
CIQ-00451,Mobile,Jeddah,Google Shopping,Tabby/Tamara,Guest,Home & Living,0,6,152.05,651.2,14,7,912.3,1,1,1,1,0,1,4.2,5.0,196.96,20,24,0,0,Scented Candle|Storage Box|Bedsheet
CIQ-00452,desktop ,Abu Dhabi,TikTok Shop,Credit Card,Guest,Home & Living,4,5,147.96,410.4,12,5,739.8,1,1,1,1,1,0,,,792.28,0,48,0,0,Storage Box|Bedsheet|Desk Lamp|Sunscreen
CIQ-00453,MOBILE,Riyadh,TikTok Shop,Cash on Delivery,Logged-In Member,Fashion,6,2,258.38,265.9,8,3,516.76,1,1,1,1,1,0,,,1068.76,0,4,1,1,Sunglasses
CIQ-00454,Mobile,Riyadh,Google Shopping,Cash on Delivery,Logged-In Member,Electronics,5,4,187.59,364.5,12,4,750.36,1,1,1,1,1,0,,,896.76,15,4,1,1,Phone Case|Wireless Earbuds
CIQ-00455,Mobile,Abu Dhabi,Google Shopping,Credit Card,Logged-In Member,Beauty,10,5,250.47,471.1,14,6,1252.35,1,1,1,1,1,1,3.8,5.0,2020.54,15,4,0,0,Lip Tint|Sunscreen|Face Serum
CIQ-00456,Mobile,Jeddah,Email,Cash on Delivery,Guest,Electronics,0,5,134.51,349.0,14,5,672.55,1,1,1,1,1,1,4.4,4.0,0.0,10,4,0,0,Wireless Earbuds|Phone Case|Smart Watch|Power Bank|Bedsheet
CIQ-00457,Tablet,Abu Dhabi,Instagram Ads,Tabby/Tamara,Guest,Electronics,3,4,131.31,253.1,11,6,525.24,1,1,0,0,1,1,4.1,3.0,691.63,10,12,0,0,Power Bank|Wireless Earbuds
CIQ-00458,Mobile,Sharjah,Direct,Credit Card,Logged-In Member,Electronics,3,6,74.23,649.0,16,6,445.38,1,1,1,1,1,1,2.6,4.0,700.43,5,12,0,0,Power Bank|Phone Case|Smart Watch
CIQ-00459,MOBILE,Dubai,Google Shopping,Apple Pay,Guest,Home & Living,0,4,170.82,588.1,14,6,683.28,1,1,1,1,1,1,3.2,5.0,94.97,10,12,0,0,Storage Box|Desk Lamp|Handbag
CIQ-00460,Desktop,Dubai,Instagram Ads,Cash on Delivery,Guest,Electronics,2,5,36.26,510.8,18,5,181.3,1,1,1,1,1,1,2.7,4.0,360.53,0,4,0,0,Phone Case|Power Bank|Wireless Earbuds
CIQ-00461,Desktop,Riyadh,Direct,Credit Card,Logged-In Member,Fashion,4,4,85.64,466.3,11,5,342.56,1,1,1,1,1,1,3.4,3.0,833.94,0,1,0,0,Sneakers|Sunglasses
CIQ-00462,Mobile,Abu Dhabi,Email,Credit Card,Guest,Fashion,0,4,139.59,379.6,10,4,558.36,1,1,1,0,0,0,,,25.9,15,24,0,0,T-Shirt|Sneakers|Sunglasses|Face Serum
CIQ-00463,Tablet,Abu Dhabi,Instagram Ads,Credit Card,Logged-In Member,Beauty,7,3,260.84,134.4,9,3,782.52,1,1,0,1,1,0,,,1184.67,10,24,0,0,Lip Tint|Face Serum
CIQ-00464,Mobile,Dubai,TikTok Shop,Credit Card,Logged-In Member,Fashion,8,2,67.08,248.0,6,2,134.16,1,1,0,1,1,1,2.4,4.0,1398.51,15,24,0,0,Sunglasses
CIQ-00465,Desktop,Abu Dhabi,Direct,Cash on Delivery,Guest,Home & Living,3,3,189.79,546.5,14,3,569.37,1,1,0,0,0,0,,,594.74,10,4,1,0,Scented Candle|Bedsheet|Storage Box
CIQ-00466,MOBILE,Riyadh,Google Shopping,Tabby/Tamara,Logged-In Member,Beauty,3,3,82.11,497.5,14,3,246.33,1,1,1,1,1,1,3.3,4.0,810.43,15,24,0,0,Cleanser|Face Serum
CIQ-00467,Desktop,Jeddah,Instagram Ads,Apple Pay,Guest,Fashion,1,7,192.61,537.9,19,8,1348.27,1,1,1,1,1,1,1.8,5.0,290.41,10,48,0,0,Handbag|Sneakers|Sunglasses|T-Shirt
CIQ-00468,Tablet, Dubai,Google Shopping,Tabby/Tamara,Logged-In Member,Fashion,4,3,53.15,456.9,10,4,159.45,1,1,1,1,1,1,2.9,5.0,868.18,5,24,0,0,T-Shirt|Sneakers|Cleanser
CIQ-00469,Mobile,Sharjah,Instagram Ads,Cash on Delivery,Logged-In Member,Home & Living,4,2,159.6,248.1,6,3,319.2,1,1,1,1,1,0,,,829.17,10,1,1,1,Desk Lamp
CIQ-00470,Desktop,Abu Dhabi,Direct,Apple Pay,Logged-In Member,Beauty,11,5,88.35,536.2,12,5,441.75,1,1,1,0,1,1,4.8,4.0,1872.8,10,4,0,0,Lip Tint|Cleanser|Sunscreen
CIQ-00471,Mobile,Sharjah,Instagram Ads,Apple Pay,Guest,Fashion,2,3,40.32,409.6,11,4,120.96,1,1,1,1,1,0,,,354.37,15,48,0,1,Sunglasses|T-Shirt
CIQ-00472,Desktop,Abu Dhabi,Google Shopping,Credit Card,Logged-In Member,Fashion,5,4,84.74,555.5,15,5,338.96,1,1,1,1,1,1,2.8,5.0,1064.58,10,12,0,0,Sneakers|Sunglasses
CIQ-00473,Mobile,Abu Dhabi,Direct,Credit Card,Logged-In Member,Electronics,1,3,245.09,524.1,11,3,735.27,1,1,1,1,1,0,,,379.82,20,24,1,0,Power Bank|Phone Case
CIQ-00474,Mobile,Abu Dhabi,Direct,Cash on Delivery,Logged-In Member,Electronics,7,4,45.43,589.5,15,5,181.72,1,1,1,0,0,0,,,1573.96,10,4,1,1,Power Bank|Smart Watch
CIQ-00475,Mobile,Sharjah,Direct,Tabby/Tamara,Logged-In Member,Electronics,3,3,32.5,332.5,7,3,97.5,1,1,1,0,0,1,3.3,3.0,799.14,0,12,0,0,Phone Case|Wireless Earbuds|Power Bank
CIQ-00476,Mobile,Sharjah,Direct,Cash on Delivery,Guest,Electronics,2,6,126.1,636.2,16,7,756.6,1,1,1,0,0,1,3.3,4.0,313.08,10,4,0,0,Power Bank|Phone Case|Smart Watch
CIQ-00477,Mobile,Abu Dhabi,Google Shopping,Credit Card,Logged-In Member,Electronics,3,2,28.28,361.6,7,3,56.56,1,1,0,0,1,1,1.8,2.0,432.13,15,24,0,0,Power Bank
CIQ-00478,Desktop,Riyadh,Direct,Tabby/Tamara,Guest,Home & Living,2,6,291.67,681.0,19,7,1750.02,1,1,1,1,1,1,3.7,5.0,436.98,10,1,0,0,Scented Candle|Bedsheet|Storage Box
CIQ-00479,Desktop,Riyadh,Instagram Ads,Credit Card,Guest,Home & Living,4,3,286.42,305.8,9,4,859.26,1,1,1,1,1,1,2.6,4.0,760.51,5,12,0,0,Scented Candle|Bedsheet
CIQ-00480,Mobile,Abu Dhabi,Instagram Ads,Tabby/Tamara,Logged-In Member,Home & Living,5,2,199.85,420.9,8,2,399.7,1,1,1,0,0,1,4.7,5.0,840.59,10,48,0,0,Bedsheet
CIQ-00481,Mobile,Riyadh,Google Shopping,Tabby/Tamara,Logged-In Member,Beauty,5,5,93.87,819.1,16,6,469.35,1,1,1,1,1,1,3.7,5.0,800.42,15,24,0,0,Lip Tint|Cleanser|Sunscreen
CIQ-00482,Mobile,Riyadh,Direct,Tabby/Tamara,Logged-In Member,Beauty,4,5,313.74,618.0,13,6,1568.7,1,1,1,1,1,1,3.3,5.0,938.1,15,24,0,0,Sunscreen|Face Serum|Cleanser
CIQ-00483,Desktop,Dubai,Direct,Tabby/Tamara,Guest,Electronics,1,3,249.32,342.1,11,5,747.96,1,1,0,1,0,1,1.9,4.0,257.74,10,1,0,0,Power Bank|Phone Case
CIQ-00484,Mobile,Sharjah,Instagram Ads,Credit Card,Guest,Beauty,2,3,64.49,373.6,10,4,193.47,1,1,1,1,1,1,3.1,3.0,350.94,10,12,0,0,Lip Tint|Sunscreen|Sneakers
CIQ-00485,Mobile,Dubai,TikTok Shop,Apple Pay,Guest,Fashion,1,4,266.66,383.7,13,4,1066.64,1,1,1,1,1,1,3.0,3.0,112.64,15,4,0,0,Sunglasses|T-Shirt
CIQ-00486,Mobile,Riyadh,TikTok Shop,Apple Pay,Guest,Fashion,0,6,49.09,400.8,14,6,294.54,1,1,1,1,1,0,,,132.83,5,48,0,0,Sunglasses|Handbag|T-Shirt
CIQ-00487,Desktop,Dubai,Google Shopping,Apple Pay,Logged-In Member,Home & Living,5,7,82.12,702.6,19,8,574.84,1,1,1,1,1,1,1.2,3.0,1040.45,10,12,0,0,Scented Candle|Storage Box|Desk Lamp|Bedsheet
CIQ-00488,Mobile, Riyadh,Direct,Credit Card,Logged-In Member,Home & Living,4,6,26.02,585.2,21,7,156.12,1,1,1,1,1,1,2.3,4.0,967.17,15,48,0,0,Storage Box|Scented Candle|Desk Lamp
CIQ-00489,Desktop,Dubai,Instagram Ads,Credit Card,Guest,Electronics,2,8,105.12,664.9,18,8,840.96,1,1,1,1,1,1,2.7,3.0,516.79,10,4,0,0,Phone Case|Smart Watch|Power Bank|Wireless Earbuds
CIQ-00490,Desktop,Sharjah,Email,Credit Card,Guest,Beauty,1,4,76.55,326.3,10,5,306.2,1,1,1,1,0,0,,,,10,24,0,0,Lip Tint|Cleanser|Sunglasses
CIQ-00491,MOBILE,Jeddah,Google Shopping,Cash on Delivery,Guest,Electronics,3,4,68.33,608.2,13,5,273.32,1,1,1,1,1,1,1.3,4.0,562.45,0,12,0,0,Phone Case|Smart Watch|Power Bank
CIQ-00492,Desktop,Abu Dhabi,Instagram Ads,Apple Pay,Logged-In Member,Electronics,5,4,83.99,388.7,9,4,335.96,1,1,1,1,1,0,,,726.89,10,12,1,0,Power Bank|Phone Case
CIQ-00493,Desktop,Riyadh,Instagram Ads,Tabby/Tamara,Logged-In Member,Electronics,4,6,62.35,335.0,18,6,374.1,1,1,1,0,0,0,,,824.37,20,24,0,0,Power Bank|Wireless Earbuds|Smart Watch
CIQ-00494,Mobile,Jeddah,Instagram Ads,Apple Pay,Guest,Electronics,2,2,97.51,377.5,10,3,195.02,1,1,1,1,1,0,,,322.73,20,4,1,1,Wireless Earbuds
CIQ-00495,MOBILE,Riyadh,Direct,Apple Pay,Guest,Beauty,2,5,238.45,579.3,15,6,1192.25,1,1,1,0,0,1,5.7,4.0,384.0,15,4,0,0,Face Serum|Lip Tint|Sunscreen
CIQ-00496,Desktop,Dubai,Instagram Ads,Credit Card,Guest,Fashion,0,8,44.06,655.0,19,8,352.48,1,1,1,1,1,1,3.4,4.0,105.06,10,1,0,0,T-Shirt|Sunglasses|Handbag|Sneakers
CIQ-00497,Mobile,Riyadh,Google Shopping,Cash on Delivery,Guest,Electronics,1,4,176.09,646.0,16,4,704.36,1,1,0,1,1,1,3.1,5.0,215.26,15,12,0,0,Phone Case|Wireless Earbuds|T-Shirt
CIQ-00498,Desktop, Dubai,Direct,Credit Card,Logged-In Member,Home & Living,3,4,110.5,308.6,9,4,442.0,1,1,1,0,1,0,,,717.0,20,24,0,1,Storage Box|Bedsheet
CIQ-00499,Mobile,Abu Dhabi,Email,Credit Card,Logged-In Member,Fashion,4,7,123.89,326.0,14,7,867.23,1,1,1,1,1,1,3.6,4.0,926.35,5,48,0,0,Sneakers|T-Shirt|Sunglasses|Handbag
CIQ-00500,Desktop,Riyadh,TikTok Shop,Credit Card,Guest,Fashion,2,6,92.56,316.5,13,7,555.36,1,1,1,0,1,0,,,352.74,10,24,0,0,Sneakers|Sunglasses|Handbag
CIQ-00501,MOBILE, Riyadh,Instagram Ads,Credit Card,Logged-In Member,Fashion,2,5,56.46,420.1,17,5,282.3,1,1,1,1,0,1,2.1,4.0,296.13,20,12,0,0,Sunglasses|T-Shirt|Sneakers
CIQ-00502,desktop ,Sharjah,Instagram Ads,Credit Card,Guest,Fashion,1,2,130.36,193.9,6,3,260.72,1,1,1,0,0,1,2.8,5.0,284.47,15,12,0,0,Sneakers
CIQ-00503,Tablet,Abu Dhabi,Google Shopping,Apple Pay,Guest,Fashion,3,3,137.49,427.7,11,3,412.47,1,1,1,0,0,0,,,398.22,20,12,1,1,T-Shirt|Handbag
CIQ-00504,Desktop,Riyadh,TikTok Shop,Credit Card,Logged-In Member,Beauty,4,3,53.18,345.1,11,4,159.54,1,1,1,0,0,1,4.0,4.0,707.49,20,12,0,0,Cleanser|Lip Tint
CIQ-00505,Desktop,Riyadh,TikTok Shop,Credit Card,Guest,Home & Living,0,2,36.1,150.6,6,4,72.2,1,1,1,1,1,1,4.6,4.0,81.2,5,24,0,0,Bedsheet
CIQ-00506,MOBILE,Abu Dhabi,Direct,Credit Card,Guest,Fashion,0,4,100.63,436.3,11,4,402.52,1,1,0,0,0,1,2.7,5.0,80.04,10,4,0,0,T-Shirt|Sneakers|Smart Watch
CIQ-00507,Mobile,Jeddah,TikTok Shop,Apple Pay,Logged-In Member,Fashion,5,5,162.94,508.9,12,7,814.7,1,1,1,1,0,0,,,746.74,0,4,0,0,Sunglasses|Sneakers|Handbag
CIQ-00508,desktop ,Dubai,Google Shopping,Cash on Delivery,Logged-In Member,Electronics,2,5,195.13,668.0,15,6,975.65,1,1,1,1,1,0,,,531.07,10,48,0,0,Power Bank|Wireless Earbuds|Phone Case
CIQ-00509,Desktop,Dubai,Direct,Credit Card,Guest,Home & Living,0,5,225.07,759.2,17,7,1125.35,1,1,1,1,1,1,4.3,4.0,63.0,0,48,0,0,Scented Candle|Storage Box|Desk Lamp
CIQ-00510,Mobile, Riyadh,Google Shopping,Credit Card,Logged-In Member,Fashion,7,6,123.64,495.1,16,6,741.84,1,1,1,1,0,1,2.9,5.0,1364.24,10,24,0,0,Sunglasses|Handbag|Sneakers
CIQ-00511,Mobile,Jeddah,Google Shopping,Tabby/Tamara,Guest,Electronics,2,3,78.3,387.7,11,4,234.9,1,1,1,1,1,0,,,564.07,10,12,0,1,Power Bank|Smart Watch
CIQ-00512,desktop ,Dubai,Instagram Ads,Apple Pay,Logged-In Member,Home & Living,6,7,94.49,422.3,16,8,661.43,1,1,0,1,1,0,,,1200.09,15,4,0,0,Bedsheet|Desk Lamp|Storage Box|Scented Candle|Sunglasses
CIQ-00513,Mobile,Dubai,Instagram Ads,Apple Pay,Guest,Beauty,1,7,38.66,528.4,18,7,270.62,1,1,1,0,0,0,,,323.13,5,24,0,0,Face Serum|Lip Tint|Cleanser|Sunscreen
CIQ-00514,Mobile,Dubai,Email,Cash on Delivery,Logged-In Member,Electronics,5,4,57.89,414.1,11,6,231.56,1,1,1,1,1,0,,,960.51,20,24,0,1,Phone Case|Power Bank
CIQ-00515,Mobile,Riyadh,Instagram Ads,Tabby/Tamara,Guest,Electronics,1,6,91.07,807.3,17,8,546.42,1,1,1,1,1,1,2.9,2.0,214.59,0,12,0,0,Smart Watch|Power Bank|Wireless Earbuds
CIQ-00516,Mobile,Dubai,TikTok Shop,Tabby/Tamara,Logged-In Member,Fashion,5,3,78.1,329.3,12,3,234.3,1,1,0,1,1,0,,,1004.04,15,4,0,1,Handbag|T-Shirt|Wireless Earbuds
CIQ-00517,Mobile,Sharjah,TikTok Shop,Cash on Delivery,Logged-In Member,Home & Living,7,3,101.11,251.4,8,4,303.33,1,1,1,1,1,0,,,1165.56,20,1,1,0,Desk Lamp|Storage Box
CIQ-00518,MOBILE,Jeddah,Direct,Apple Pay,Guest,Fashion,4,6,35.17,407.7,16,8,211.02,1,1,1,1,1,1,2.9,5.0,647.24,20,12,0,0,Sneakers|Sunglasses|T-Shirt
CIQ-00519,Mobile, Dubai,Email,Credit Card,Logged-In Member,Electronics,3,5,41.3,510.3,13,6,206.5,1,1,1,0,1,1,4.2,5.0,729.04,10,12,0,0,Wireless Earbuds|Power Bank|Phone Case
CIQ-00520,desktop ,Sharjah,Instagram Ads,Apple Pay,Guest,Beauty,2,5,165.41,751.6,16,6,827.05,1,1,1,0,0,1,4.0,5.0,242.63,0,12,0,0,Face Serum|Cleanser|Lip Tint
CIQ-00521,desktop ,Sharjah,Instagram Ads,Cash on Delivery,Logged-In Member,Fashion,2,4,51.93,352.5,10,4,207.72,1,1,1,1,0,1,4.2,4.0,382.02,0,1,0,0,Sneakers|Handbag|Sunglasses
CIQ-00522,Mobile,Riyadh,Google Shopping,Credit Card,Guest,Electronics,0,5,58.16,579.5,17,5,290.8,1,1,1,1,0,1,2.9,4.0,0.73,15,12,0,0,Smart Watch|Wireless Earbuds|Power Bank
CIQ-00523,Mobile,Abu Dhabi,Instagram Ads,Tabby/Tamara,Guest,Home & Living,0,3,101.33,301.5,9,4,303.99,1,1,1,0,0,0,,,63.94,0,24,0,0,Storage Box|Scented Candle|Sunscreen
CIQ-00524,Desktop,Abu Dhabi,TikTok Shop,Tabby/Tamara,Logged-In Member,Electronics,4,5,48.4,638.8,14,6,242.0,1,1,1,1,1,1,5.9,4.0,900.18,0,12,0,0,Smart Watch|Power Bank|Wireless Earbuds|Bedsheet
CIQ-00525,Mobile,Dubai,Instagram Ads,Credit Card,Guest,Home & Living,0,4,209.88,349.6,11,5,839.52,1,1,0,0,1,1,3.7,4.0,44.78,10,12,0,0,Storage Box|Desk Lamp
CIQ-00526,Mobile,Riyadh,Instagram Ads,Tabby/Tamara,Guest,Home & Living,1,3,38.29,260.7,6,4,114.87,1,1,1,0,0,1,3.4,4.0,254.78,5,48,0,0,Scented Candle|Storage Box|Sunglasses
CIQ-00527,Tablet,Riyadh,Google Shopping,Credit Card,Guest,Electronics,0,4,94.74,468.9,12,4,378.96,1,1,1,1,1,0,,,9.22,15,12,1,0,Power Bank|Smart Watch
CIQ-00528,Tablet,Dubai,Instagram Ads,Cash on Delivery,Guest,Beauty,0,3,55.2,301.1,12,4,165.6,1,1,0,0,0,1,1.9,3.0,133.25,10,24,0,0,Face Serum|Cleanser|T-Shirt
CIQ-00529,MOBILE,Abu Dhabi,TikTok Shop,Tabby/Tamara,Guest,Beauty,2,2,105.9,179.6,7,2,211.8,1,1,0,0,0,1,2.7,3.0,293.44,20,4,0,0,Cleanser
CIQ-00530,Mobile,Jeddah,Instagram Ads,Credit Card,Logged-In Member,Beauty,8,3,66.14,358.2,14,4,198.42,1,1,0,0,0,0,,,1287.39,10,4,1,0,Sunscreen|Cleanser|Scented Candle
CIQ-00531,MOBILE, Dubai,TikTok Shop,Cash on Delivery,Logged-In Member,Beauty,5,4,93.03,234.3,8,5,372.12,1,1,1,1,0,1,3.4,3.0,981.39,20,48,0,0,Lip Tint|Face Serum|Sunscreen
CIQ-00532,MOBILE,Dubai,Direct,Apple Pay,Guest,Electronics,3,4,227.99,623.0,15,5,911.96,1,1,1,1,1,1,1.8,4.0,464.94,20,48,0,0,Phone Case|Wireless Earbuds|Power Bank|Scented Candle
CIQ-00533,Mobile,Sharjah,TikTok Shop,Credit Card,Guest,Electronics,3,5,57.69,403.7,11,5,288.45,1,1,1,1,1,1,3.9,5.0,461.31,10,1,0,0,Phone Case|Smart Watch|Wireless Earbuds|Power Bank|Storage Box
CIQ-00534,Desktop,Dubai,Instagram Ads,Cash on Delivery,Logged-In Member,Beauty,2,3,57.34,461.2,12,4,172.02,1,1,1,0,0,1,4.4,5.0,,5,48,0,0,Cleanser|Lip Tint
CIQ-00535,Mobile,Dubai,Direct,Credit Card,Logged-In Member,Electronics,4,4,75.38,435.4,12,4,301.52,1,1,1,0,0,0,,,554.05,0,24,0,0,Power Bank|Phone Case
CIQ-00536,Mobile,Abu Dhabi,Google Shopping,Apple Pay,Logged-In Member,Electronics,5,3,273.5,371.2,11,3,820.5,1,1,0,1,1,0,,,1168.47,20,4,1,0,Smart Watch|Power Bank
CIQ-00537,Desktop,Dubai,Instagram Ads,Credit Card,Guest,Fashion,2,5,88.71,409.9,14,6,443.55,1,1,0,1,1,1,3.4,5.0,383.6,10,4,0,0,T-Shirt|Handbag|Sunglasses
CIQ-00538,Mobile,Sharjah,TikTok Shop,Credit Card,Guest,Electronics,2,2,230.13,385.4,8,2,460.26,1,1,1,1,1,0,,,260.84,5,12,1,0,Wireless Earbuds|Sunscreen
CIQ-00539,Mobile,Riyadh,Direct,Apple Pay,Logged-In Member,Home & Living,3,7,83.31,578.0,17,8,583.17,1,1,1,1,1,1,3.6,4.0,653.62,10,1,0,0,Desk Lamp|Scented Candle|Bedsheet|Storage Box
CIQ-00540,desktop ,Sharjah,Google Shopping,Credit Card,Guest,Home & Living,2,6,222.86,775.0,20,8,1337.16,1,1,1,0,0,0,,,442.92,20,24,1,0,Desk Lamp|Scented Candle|Bedsheet
CIQ-00541,Tablet,Dubai,TikTok Shop,Cash on Delivery,Guest,Home & Living,0,4,126.89,425.8,9,4,507.56,1,1,1,0,0,1,1.3,5.0,28.83,20,24,0,0,Storage Box|Bedsheet
CIQ-00542,Desktop,Riyadh,Google Shopping,Apple Pay,Guest,Electronics,2,2,141.07,399.9,9,3,282.14,1,1,1,1,1,0,,,477.42,5,12,0,0,Phone Case|Power Bank
CIQ-00543,desktop ,Dubai,Direct,Apple Pay,Logged-In Member,Fashion,3,2,33.66,235.6,6,3,67.32,1,1,1,1,1,0,,,780.35,10,24,0,0,Sneakers
CIQ-00544,Tablet,Riyadh,Email,Credit Card,Guest,Home & Living,1,3,30.25,413.0,9,3,90.75,1,1,1,0,0,1,2.1,5.0,234.74,15,24,0,0,Desk Lamp|Bedsheet
CIQ-00545,Mobile,Abu Dhabi,Direct,Tabby/Tamara,Logged-In Member,Fashion,2,4,204.5,552.2,15,5,818.0,1,1,1,1,0,1,2.1,5.0,480.97,15,12,0,0,Sunglasses|Sneakers
CIQ-00546,Mobile,Riyadh,TikTok Shop,Apple Pay,Logged-In Member,Beauty,5,3,202.67,365.0,9,3,608.01,1,1,0,1,0,1,3.0,4.0,835.08,15,12,0,0,Lip Tint|Face Serum
CIQ-00547,Mobile,Dubai,Direct,Credit Card,Guest,Beauty,1,5,541.02,671.2,16,6,2705.1,1,1,1,0,0,1,1.0,5.0,289.51,15,12,0,0,Sunscreen|Face Serum|Cleanser|Smart Watch
CIQ-00548,Mobile,Dubai,TikTok Shop,Apple Pay,Logged-In Member,Fashion,5,2,32.46,271.8,7,3,64.92,1,1,1,1,1,1,3.9,4.0,1168.33,15,48,0,0,Sunglasses|Phone Case
CIQ-00549,MOBILE,Abu Dhabi,Direct,Apple Pay,Logged-In Member,Electronics,4,3,134.26,509.5,9,3,402.78,1,1,1,1,1,1,3.8,4.0,763.79,10,1,0,0,Smart Watch|Phone Case|Power Bank
CIQ-00550,Mobile, Dubai,Direct,Apple Pay,Guest,Beauty,1,2,45.28,220.3,8,3,90.56,1,1,0,1,1,1,4.1,4.0,348.73,10,4,0,0,Lip Tint
CIQ-00551,Desktop,Dubai,Google Shopping,Cash on Delivery,Logged-In Member,Electronics,7,3,55.52,560.6,11,4,166.56,1,1,1,0,0,0,,,1307.96,15,24,1,0,Phone Case|Smart Watch|Power Bank|Bedsheet
CIQ-00552,Mobile,Riyadh,TikTok Shop,Apple Pay,Guest,Home & Living,3,7,65.92,563.1,18,8,461.44,1,1,1,1,1,1,2.3,5.0,560.05,15,48,0,0,Bedsheet|Desk Lamp|Scented Candle|Storage Box
CIQ-00553,Mobile,Riyadh,Google Shopping,Tabby/Tamara,Guest,Beauty,2,5,124.62,644.6,17,5,623.1,1,1,1,0,0,0,,,390.12,5,12,0,0,Cleanser|Sunscreen|Face Serum|Desk Lamp
CIQ-00554,Tablet,Dubai,Email,Apple Pay,Logged-In Member,Electronics,5,3,58.67,212.4,9,3,176.01,1,1,1,1,0,1,3.8,5.0,1023.42,10,4,0,0,Power Bank|Wireless Earbuds
CIQ-00555,Mobile,Riyadh,Google Shopping,Tabby/Tamara,Logged-In Member,Beauty,6,4,96.95,567.7,11,4,387.8,1,1,1,0,0,0,,,1202.79,10,48,1,0,Face Serum|Cleanser|Sunscreen
CIQ-00556,Mobile,Riyadh,Google Shopping,Apple Pay,Guest,Fashion,1,5,172.27,890.7,18,6,861.35,1,1,1,0,0,1,2.1,4.0,232.85,20,4,0,0,T-Shirt|Handbag|Sunglasses|Sunscreen
CIQ-00557,Mobile,Riyadh,TikTok Shop,Tabby/Tamara,Logged-In Member,Electronics,3,2,213.18,305.9,5,2,426.36,1,1,0,0,0,0,,,742.49,10,4,1,1,Wireless Earbuds
